Date,Aevo,ApeX,Avantis,Bluefin,Drift Protocol,dYdX v3,dYdX v4,Gains Network,GMX,Holdstation,Hyperliquid,Jupiter,KTX Finance,Level Finance,MUX Protocol,Perpetual Protocol,RabbitX,Synthetix,Vertex Protocol
15-Oct-21,,,,,,4609977881,,,29172218.51,,,,,,,,,,
16-Oct-21,,,,,,2718456466,,,11355738.53,,,,,,,,,,
17-Oct-21,,,,,,2931897297,,,19524850.55,,,,,,,,,,
18-Oct-21,,,,,,4199495849,,,32568595.45,,,,,,,,,,
19-Oct-21,,,,,,4978304237,,,19480933.29,,,,,,,,,,
20-Oct-21,,,,,,4389791587,,,42732697.76,,,,,,,,,,
21-Oct-21,,,,,,6365898193,,,69333707.43,,,,,,,,,,
22-Oct-21,,,,,,4444417860,,,32123121.81,,,,,,,,,,
23-Oct-21,,,,,,3742235289,,,20222397.41,,,,,,,,,,
24-Oct-21,,,,,,4494359005,,,22354657.2,,,,,,,,,,
25-Oct-21,,,,,,5183553171,,,30972678.54,,,,,,,,,,
26-Oct-21,,,,,,8170497099,,,22244770.96,,,,,,,,,,
27-Oct-21,,,,,,5545755565,,,60365711.56,,,,,,,,,,
28-Oct-21,,,,,,4676469855,,,31441405.34,,,,,,,,,,
29-Oct-21,,,,,,3051585925,,,45099080.38,,,,,,,,,,
30-Oct-21,,,,,,1901242355,,,41115092.19,,,,,,,,,,
31-Oct-21,,,,,,2508483345,,,29144947.45,,,,,,,,,,
1-Nov-21,,,,,,2837592337,,,39724074.47,,,,,,,,,,
2-Nov-21,,,,,,2600119824,,,50180939.87,,,,,,,,,,
3-Nov-21,,,,,,2735113711,,,29465892.68,,,,,,,,,,
4-Nov-21,,,,,,2215781258,,,71011409.84,,,,,,,,,,
5-Nov-21,,,,,,1960074267,,,21553917.06,,,,,,,,,,
6-Nov-21,,,,,,1975242040,,,51799855.71,,,,,,,,,,
7-Nov-21,,,,,,1845132836,,,62203940.81,,,,,,,,,,
8-Nov-21,,,,,,3383310596,,,78413576.7,,,,,,,,,,
9-Nov-21,,,,,,3149307824,,,33249376.47,,,,,,,,,,
10-Nov-21,,,,,,4900819920,,,54743899.15,,,,,,,,,,
11-Nov-21,,,,,,2281071168,,,35033550.43,,,,,,,,,,
12-Nov-21,,,,,,2973792115,,,104237904.6,,,,,,,,,,
13-Nov-21,,,,,,1339578389,,,18418848.29,,,,,,,,,,
14-Nov-21,,,,,,1526015866,,,30347682.8,,,,,,,,,,
15-Nov-21,,,,,,2496453791,,,70966402.96,,,,,,,,,,
16-Nov-21,,,,,,5198306066,,,123459891,,,,,,,,,,
17-Nov-21,,,,,,3496710951,,,42473570.67,,,,,,,,,,
18-Nov-21,,,,,,3623331128,,,58049529.14,,,,,,,,,,
19-Nov-21,,,,,,2218838657,,,19628068.36,,,,,,,,,,
20-Nov-21,,,,,,1581802326,,,31554596.8,,,,,,,,,,
21-Nov-21,,,,,,2073973124,,,20100130.03,,,,,,,,,,
22-Nov-21,,,,,,5127890679,,,49175356.31,,,,,,,,,,
23-Nov-21,,,,,,8122255750,,,49768596.37,,,,,,,,,,
24-Nov-21,,,,,,2623137432,,,85417242.17,,,,,,,,,,
25-Nov-21,,,,,,2325901335,,,70739094.82,,,,,,,953081.961,,,
26-Nov-21,,,,,,4772026778,,,137639523,,,,,,,2192363.799,,,
27-Nov-21,,,,,,1618359873,,,53410758.39,,,,,,,905455.2712,,,
28-Nov-21,,,,,,2144836185,,,61207728.41,,,,,,,1554734.742,,,
29-Nov-21,,,,,,1577653223,,,57124419.74,,,,,,,730459.8429,,,
30-Nov-21,,,,,,3407076370,,,62414407.33,,,,,,,5811905.761,,,
1-Dec-21,,,,,,2549667295,,,109557799.4,,,,,,,10912352.01,,,
2-Dec-21,,,,,,2549525588,,,130472855,,,,,,,12878927.39,,,
3-Dec-21,,,,,,3451985585,,,179223429.7,,,,,,,17928851.57,,,
4-Dec-21,,,,,,4497430328,,,113352280,,,,,,,26676643.64,,,
5-Dec-21,,,,,,2024224449,,,39562379.57,,,,,,,14965617.94,,,
6-Dec-21,,,,,,2812948150,,,42130583.11,,,,,,,20359132.33,,,
7-Dec-21,,,,,,958496496,,,27681016.68,,,,,,,11321022.49,,,
8-Dec-21,,,,,,1226928497,,,34062203.24,,,,,,,14663023.96,,,
9-Dec-21,,,,,,1752678499,,,52140312.21,,,,,,,14563286.61,,,
10-Dec-21,,,,,,2069006472,,,58732102.03,,,,,,,19880545.01,,,
11-Dec-21,,,,,,1413214934,,,30892218.57,,,,,,,15368058.82,,,
12-Dec-21,,,,,,814866103.6,,,36273365.25,,,,,,,9203283.561,,,
13-Dec-21,,,,,,2293663201,,,83729147.78,,,,,,,22604203.32,,,
14-Dec-21,,,,,,1389154105,,,63056991.07,,,,,,,17491224.03,,,
15-Dec-21,,,,,,2247175147,,,96013752.28,,,,,,,28855946.95,,,
16-Dec-21,,,,,,1504199137,,,56950917.25,,,,,,,18385532.12,,,
17-Dec-21,,,,,,2110736430,,,98373207.43,,,,,,,20587282.83,,,
18-Dec-21,,,,,,1186071709,,,58474123.6,,,,,,,7994286.452,,,
19-Dec-21,,,,,,1338583682,,,54043422.73,,,,,,,15249536.05,,,
20-Dec-21,,,,,,2484117306,,,74912922,,,,,,,19244324.7,,,
21-Dec-21,,,,,,1870575223,,,39669912.21,,,,,,,11741418.62,,,
22-Dec-21,,,,,,1145371163,,,47973666.11,,,,,,,6443497.443,,,
23-Dec-21,,,,,,1364310683,,,85107906.67,,,,,,,7691549.526,,,
24-Dec-21,,,,,,1183308654,,,39164525.16,,,,,,,6333934.59,,,
25-Dec-21,,,,,,991344923.2,,,16299989.46,,,,,,,4429116.719,,,
26-Dec-21,,,,,,970477541.1,,,28784886.23,,,,,,,4982248.217,,,
27-Dec-21,,,,,,1071974476,,,48556459.82,,,,,,,4539853.543,,,
28-Dec-21,,,,,,1960559791,,,132604802.9,,,,,,,13243645.09,,,
29-Dec-21,,,,,,1963872524,,,91937042.62,,,,,,,13867182.39,,,
30-Dec-21,,,,,,1249906621,,,36011584.36,,,,,,,11803202.96,,,
31-Dec-21,,,,,,1632439677,,,81821517.18,,,,,,,17833026.22,,,
1-Jan-22,,,,,,1094077182,,11948871.72,52106176.02,,,,,,,12497274.72,,,
2-Jan-22,,,,,,1107749477,,31878930.4,33565696.64,,,,,,,8600897.449,,,
3-Jan-22,,,,,,1086905710,,48896335.76,136016171.7,,,,,,,10425642.81,,,
4-Jan-22,,,,,,1476050383,,25825970.17,157748401.2,,,,,,,13035372.74,,,
5-Jan-22,,,,,,2298750637,,22513958.9,280575303.9,,,,,,,26330588.27,,,
6-Jan-22,,,,,,1871648001,,31171915.31,166140670.1,,,,,,,24014633.95,,,
7-Jan-22,,,,,,2412998884,,58600336.8,260325357.6,,,,,,,49671711.99,,,
8-Jan-22,,,,,,1374059956,,40505191.83,185666551.6,,,,,,,25634518.65,,,
9-Jan-22,,,,,,971848761.4,,28785812.63,121057614.3,,,,,,,15195496.35,,,
10-Jan-22,,,,,,1714501324,,55380333.65,323131068.4,,,,,,,29821963.02,,,
11-Jan-22,,,,,,990408114.9,,80022016.74,316371817.7,,,,,,,17201990.77,,,
12-Jan-22,,,,,,878839907.5,,83705313.84,234635995,,,,,,,15374526.65,,,
13-Jan-22,,,,,,1166387446,,87592570.81,212881930,,,,,,,15673593.33,,,
14-Jan-22,,,,,,1038729438,,126098872.6,222367815.6,,,,,,,15250505.19,,,
15-Jan-22,,,,,,474174984.6,,58088415.78,217337228.2,,,,,,,8988909.055,,,
16-Jan-22,,,,,,510719099,,44359893.07,112666694.3,,,,,,,9057304.171,,,
17-Jan-22,,,,,,1984615813,,106842071.3,386815550.7,,,,,,,16127280.66,,,
18-Jan-22,,,,,,3849361847,,105932466.9,338784316.1,,,,,,,20538547.91,,,
19-Jan-22,,,,,,1460517069,,145921692,183785924.3,,,,,,,36811161.61,,,
20-Jan-22,,,,,,1615929132,,113295005.1,290825664.2,,,,,,,47643167.41,,,
21-Jan-22,,,,,,4672437015,,64958569.48,603974980,,,,,,,145241792.6,,,
22-Jan-22,,,,,,3846067578,,88680371.69,415242522.9,,,,,,,268594526.1,,,
23-Jan-22,,,,,,1900237756,,68050978.21,224319230.9,,,,,,,130558650.8,,,
24-Jan-22,,,,,,3373029470,,146808598.1,489396179.5,,,,,,,167153632.7,,,
25-Jan-22,,,,,,1428787127,,47648690.68,350355711.4,,,,,,,77354045.86,,,
26-Jan-22,,,,,,2282029084,,100257538.7,321282315,,,,,,,80517577.74,,,
27-Jan-22,,,,,,1958001698,,41834391.67,158561569.8,,,,,,,80339337.55,,,
28-Jan-22,,,,,,1347396755,,57850314.15,187451266.8,,,,,,,87266301.68,,,
29-Jan-22,,,,,,946103283.4,,75430202.67,150797141,,,,,,,43976645.81,,,
30-Jan-22,,,,,,672935093.9,,37846990.62,70159247.07,,,,,,,33520083.2,,,
31-Jan-22,,,,,,1185151674,,132781630.4,193013098,,,,,,,50178148.63,,,
1-Feb-22,,,,,,1130753031,,126202492.4,265516493.6,,,,,,,62481313.54,,,
2-Feb-22,,,,,,1272540864,,95052507.84,285654534.3,,,,,,,55738109.92,,,
3-Feb-22,,,,,,1127438847,,148162815.5,110920323,,,,,,,52046980.15,,,
4-Feb-22,,,,,,1690046382,,106305541.8,216904336.5,,,,,,,55120713.27,,,
5-Feb-22,,,,,,1112169514,,82928891.51,186733197.7,,,,,,,42753966.62,,,
6-Feb-22,,,,,,841563551.5,,71782474.57,71726563.47,,,,,,,33997955.85,,,
7-Feb-22,,,,,,1858258874,,78559047.5,341139517.8,,,,,,,49652425.4,,,
8-Feb-22,,,,,,2764605175,,58869299.11,202479136.1,,,,,,,64292367.81,,,
9-Feb-22,,,,,,2019892719,,63520808.38,131315685.3,,,,,,,36797804.02,,,
10-Feb-22,,,,,,3270956526,,112099402.4,314184314.6,,,,,,,61080385.68,,,
11-Feb-22,,,,,,3827316144,,48462087.47,290933699.5,,,,,,,62197315.16,,,
12-Feb-22,,,,,,2379209694,,31315956.47,162458356.7,,,,,,,52688806.83,,,
13-Feb-22,,,,,,3154095334,,40701030.25,153245665.4,,,,,,,36446613.51,,,
14-Feb-22,,,,,,5015398596,,52383373.75,128551655,,,,,,,48118075.78,,,
15-Feb-22,,,,,,15085038320,,61943471.95,71302742.73,,,,,,,43382323.08,,,
16-Feb-22,,,,,,1731310524,,59373419.68,101064944.6,,,,,,,54143454.07,,,
