Date,Avantis,dYdX v3,dYdX v4,Gains Network,GMX,Holdstation,Hyperliquid,Jupiter,KTX Finance,Level Finance,MUX Protocol,Perpetual Protocol,RabbitX,Synthetix,Vertex Protocol
31-Aug-21,,,,,2,,,,,,,,,,
1-Sep-21,,,,,13,,,,,,,,,,
2-Sep-21,,,,,20,,,,,,,,,,
3-Sep-21,,,,,23,,,,,,,,,,
4-Sep-21,,,,,10,,,,,,,,,,
5-Sep-21,,,,,14,,,,,,,,,,
6-Sep-21,,,,,67,,,,,,,,,,
7-Sep-21,,,,,57,,,,,,,,,,
8-Sep-21,,,,,45,,,,,,,,,,
9-Sep-21,,,,,35,,,,,,,,,,
10-Sep-21,,,,,72,,,,,,,,,,
11-Sep-21,,,,,127,,,,,,,,,,
12-Sep-21,,,,,210,,,,,,,,,,
13-Sep-21,,,,,204,,,,,,,,,,
14-Sep-21,,,,,122,,,,,,,,,,
15-Sep-21,,,,,189,,,,,,,,,,
16-Sep-21,,,,,160,,,,,,,,,,
17-Sep-21,,,,,176,,,,,,,,,,
18-Sep-21,,,,,129,,,,,,,,,,
19-Sep-21,,,,,127,,,,,,,,,,
20-Sep-21,,,,,228,,,,,,,,,,
21-Sep-21,,,,,238,,,,,,,,,,
22-Sep-21,,,,,133,,,,,,,,,,
23-Sep-21,,,,,108,,,,,,,,,,
24-Sep-21,,,,,182,,,,,,,,,,
25-Sep-21,,,,,81,,,,,,,,,,
26-Sep-21,,,,,131,,,,,,,,,,
27-Sep-21,,,,,110,,,,,,,,,,
28-Sep-21,,,,,125,,,,,,,,,,
29-Sep-21,,,,,119,,,,,,,,,,
30-Sep-21,,,,,118,,,,,,,,,,
1-Oct-21,,,,,157,,,,,,,,,,
2-Oct-21,,,,,106,,,,,,,,,,
3-Oct-21,,,,,87,,,,,,,,,,
4-Oct-21,,,,,125,,,,,,,,,,
5-Oct-21,,,,,140,,,,,,,,,,
6-Oct-21,,,,,164,,,,,,,,,,
7-Oct-21,,,,,120,,,,,,,,,,
8-Oct-21,,,,,105,,,,,,,,,,
9-Oct-21,,,,,84,,,,,,,,,,
10-Oct-21,,,,,111,,,,,,,,,,
11-Oct-21,,,,,132,,,,,,,,,,
12-Oct-21,,,,,122,,,,,,,,,,
13-Oct-21,,,,,112,,,,,,,,,,
14-Oct-21,,,,,153,,,,,,,,,,
15-Oct-21,,,,,177,,,,,,,,,,
16-Oct-21,,,,,128,,,,,,,,,,
17-Oct-21,,,,,140,,,,,,,,,,
18-Oct-21,,,,,140,,,,,,,,,,
19-Oct-21,,,,,144,,,,,,,,,,
20-Oct-21,,,,,206,,,,,,,,,,
21-Oct-21,,,,,204,,,,,,,,,,
22-Oct-21,,,,,171,,,,,,,,,,
23-Oct-21,,,,,111,,,,,,,,,,
24-Oct-21,,,,,110,,,,,,,,,,
25-Oct-21,,,,,150,,,,,,,,,,
26-Oct-21,,,,,121,,,,,,,,,,
27-Oct-21,,,,,228,,,,,,,,,,
28-Oct-21,,,,,181,,,,,,,,,,
29-Oct-21,,,,,166,,,,,,,,,,
30-Oct-21,,,,,99,,,,,,,,,,
31-Oct-21,,,,,118,,,,,,,,,,
1-Nov-21,,,,,111,,,,,,,,,,
2-Nov-21,,,,,162,,,,,,,,,,
3-Nov-21,,,,,171,,,,,,,,,,
4-Nov-21,,,,,151,,,,,,,,,,
5-Nov-21,,,,,136,,,,,,,,,,
6-Nov-21,,,,,150,,,,,,,,,,
7-Nov-21,,,,,130,,,,,,,,,,
8-Nov-21,,,,,210,,,,,,,,,,
9-Nov-21,,,,,162,,,,,,,,,,
10-Nov-21,,,,,252,,,,,,,,,,
11-Nov-21,,,,,156,,,,,,,,,,
12-Nov-21,,,,,187,,,,,,,,,,
13-Nov-21,,,,,96,,,,,,,,,,
14-Nov-21,,,,,136,,,,,,,,,,
15-Nov-21,,,,,162,,,,,,,,,,
16-Nov-21,,,,,376,,,,,,,,,,
17-Nov-21,,,,,199,,,,,,,,,,
18-Nov-21,,,,,251,,,,,,,,,,
19-Nov-21,,,,,157,,,,,,,,,,
20-Nov-21,,,,,125,,,,,,,,,,
21-Nov-21,,,,,117,,,,,,,,,,
22-Nov-21,,,,,178,,,,,,,,,,
23-Nov-21,,,,,161,,,,,,,,,,
24-Nov-21,,,,,132,,,,,,,,,,
25-Nov-21,,,,,167,,,,,,,27,,,
26-Nov-21,,,,,297,,,,,,,30,,,
27-Nov-21,,,,,113,,,,,,,23,,,
28-Nov-21,,,,,148,,,,,,,13,,,
29-Nov-21,,,,,172,,,,,,,24,,,
30-Nov-21,,,,,208,,,,,,,20,,,
1-Dec-21,,,,,165,,,,,,,39,,,
2-Dec-21,,,,,137,,,,,,,39,,,
3-Dec-21,,,,,232,,,,,,,44,,,
4-Dec-21,,,,,426,,,,,,,44,,,
5-Dec-21,,,,,143,,,,,,,22,,,
6-Dec-21,,,,,208,,,,,,,32,,,
7-Dec-21,,,,,167,,,,,,,27,,,
8-Dec-21,,,,,143,,,,,,,32,,,
9-Dec-21,,,,,190,,,,,,,106,,,
10-Dec-21,,,,,202,,,,,,,81,,,
11-Dec-21,,,,,134,,,,,,,44,,,
12-Dec-21,,,,,107,,,,,,,38,,,
13-Dec-21,,,,,264,,,,,,,51,,,
14-Dec-21,,,,,164,,,,,,,54,,,
15-Dec-21,,,,,188,,,,,,,56,,,
16-Dec-21,,,,,131,,,,,,,83,,,
17-Dec-21,,,,,177,,,,,,,72,,,
18-Dec-21,,,,,116,,,,,,,42,,,
19-Dec-21,,,,,101,,,,,,,44,,,
20-Dec-21,,,,,149,,,,,,,63,,,
21-Dec-21,,,,,145,,,,,,,59,,,
22-Dec-21,,,,,117,,,,,,,71,,,
23-Dec-21,,,,,172,,,,,,,244,,,
24-Dec-21,,,,,102,,,,,,,676,,,
25-Dec-21,,,,,79,,,,,,,846,,,
26-Dec-21,,,,,91,,,,,,,1133,,,
27-Dec-21,,,,,147,,,,,,,1227,,,
28-Dec-21,,,,,246,,,,,,,1058,,,
29-Dec-21,,,,,200,,,,,,,895,,,
30-Dec-21,,,,,139,,,,,,,937,,,
31-Dec-21,,,,,124,,,,,,,968,,,
1-Jan-22,,,,,70,,,,,,,934,,,
2-Jan-22,,,,,92,,,,,,,303,,,
3-Jan-22,,,,,105,,,,,,,120,,,
4-Jan-22,,,,,117,,,,,,,85,,,
5-Jan-22,,,,,304,,,,,,,174,,,
6-Jan-22,,,,,314,,,,,,,116,,,
7-Jan-22,,,,,429,,,,,,,98,,,
8-Jan-22,,,,,273,,,,,,,65,,,
9-Jan-22,,,,,192,,,,,,,50,,,
10-Jan-22,,,,,316,,,,,,,45,,,
11-Jan-22,,,,,260,,,,,,,38,,,
12-Jan-22,,,,,285,,,,,,,51,,,
13-Jan-22,,,,,276,,,,,,,40,,,
14-Jan-22,,,,,248,,,,,,,34,,,
15-Jan-22,,,,,196,,,,,,,32,,,
16-Jan-22,,,,,157,,,,,,,23,,,
17-Jan-22,,,,,285,,,,,,,45,,,
18-Jan-22,,,,,295,,,,,,,158,,,
19-Jan-22,,,,,270,,,,,,,280,,,
20-Jan-22,,,,,329,,,,,,,183,,,
21-Jan-22,,,,,754,,,,,,,157,,,
22-Jan-22,,,,,478,,,,,,,126,,,
23-Jan-22,,,,,277,,,,,,,116,,,
24-Jan-22,,,,,461,,,,,,,174,,,
25-Jan-22,,,,,343,,,,,,,91,,,
26-Jan-22,,,,,469,,,,,,,89,,,
27-Jan-22,,,,,385,,,,,,,104,,,
28-Jan-22,,,,,331,,,,,,,133,,,
29-Jan-22,,,,,335,,,,,,,119,,,
30-Jan-22,,,,,260,,,,,,,100,,,
31-Jan-22,,,,,367,,,,,,,104,,,
1-Feb-22,,,,,355,,,,,,,138,,,
2-Feb-22,,,,,380,,,,,,,134,,,
3-Feb-22,,,,,334,,,,,,,85,,,
4-Feb-22,,,,,442,,,,,,,106,,,
5-Feb-22,,,,,307,,,,,,,116,,,
6-Feb-22,,,,,236,,,,,,,134,,,
7-Feb-22,,,,,389,,,,,,,192,,,
8-Feb-22,,,,,424,,,,,,,263,,,
9-Feb-22,,1421,,,375,,,,,,,106,,,
10-Feb-22,,1510,,,502,,,,,,,106,,,
11-Feb-22,,1507,,,529,,,,,,,139,,,
12-Feb-22,,1554,,,384,,,,,,,104,,,
13-Feb-22,,1079,,,305,,,,,,,99,,,
14-Feb-22,,1302,,,372,,,,,,,87,,,
15-Feb-22,,1632,,,450,,,,,,,109,,,
16-Feb-22,,1370,,,372,,,,,,,88,,,
17-Feb-22,,1334,,,217,,,,,,,106,,,
18-Feb-22,,1515,,,194,,,,,,,96,,,
19-Feb-22,,1239,,,253,,,,,,,80,,,
20-Feb-22,,1272,,,389,,,,,,,99,,,
21-Feb-22,,1491,,,478,,,,,,,100,,,
22-Feb-22,,1679,,,415,,,,,,,108,,,
23-Feb-22,,1355,,,403,,,,,,,117,,,
24-Feb-22,,2001,,,678,,,,,,,129,,,
25-Feb-22,,1646,,,418,,,,,,,107,,,
26-Feb-22,,1344,,,297,,,,,,,106,,,
27-Feb-22,,1128,,,356,,,,,,,88,,,
28-Feb-22,,1374,,,455,,,,,,,112,,,
1-Mar-22,,1991,,,445,,,,,,,127,,,
2-Mar-22,,1469,,,363,,,,,,,87,,,
3-Mar-22,,1354,,,424,,,,,,,120,,,
4-Mar-22,,1628,,,474,,,,,,,132,,,
5-Mar-22,,1475,,,300,,,,,,,103,,,
6-Mar-22,,1128,,,314,,,,,,,128,,,
7-Mar-22,,1412,,,416,,,,,,,126,,,
8-Mar-22,,1523,,,337,,,,,,,107,,,
9-Mar-22,,1667,,,461,,,,,,,130,,,
10-Mar-22,,1634,,,426,,,,,,,124,,,
11-Mar-22,,1403,,,394,,,,,,,1621,,,
12-Mar-22,,1180,,,215,,,,,,,88,,,
13-Mar-22,,1069,,,325,,,,,,,103,,,
14-Mar-22,,1635,,,372,,,,,,,122,,,
15-Mar-22,,1645,,,331,,,,,,,115,,,
16-Mar-22,,1805,,,414,,,,,,,118,,,
17-Mar-22,,1829,,,359,,,,,,,113,,,
18-Mar-22,,1650,,,421,,,,,,,124,,85,
19-Mar-22,,1876,,,318,,,,,,,117,,49,
20-Mar-22,,1612,,,320,,,,,,,103,,44,
21-Mar-22,,1809,,,327,,,,,,,128,,42,
22-Mar-22,,2225,,,371,,,,,,,134,,40,
23-Mar-22,,2017,,,324,,,,,,,144,,37,
24-Mar-22,,2176,,,362,,,,,,,178,,54,
25-Mar-22,,2292,,,365,,,,,,,155,,49,
26-Mar-22,,1740,,,216,,,,,,,119,,28,
27-Mar-22,,1579,,,374,,,,,,,131,,81,
28-Mar-22,,2647,,,486,,,,,,,190,,111,
29-Mar-22,,2351,,,431,,,,,,,204,,113,
30-Mar-22,,2108,,,429,,,,,,,177,,73,
31-Mar-22,,2099,,,536,,,,,,,183,,72,
1-Apr-22,,2440,,,538,,,,,,,170,,75,
2-Apr-22,,2201,,,385,,,,,,,163,,59,
3-Apr-22,,1820,,,344,,,,,,,148,,44,
4-Apr-22,,1895,,,446,,,,,,,166,,57,
5-Apr-22,,2078,,,383,,,,,,,158,,63,
6-Apr-22,,2472,,,660,,,,,,,213,,84,
7-Apr-22,,2181,,,436,,,,,,,176,,46,
8-Apr-22,,1747,,,394,,,,,,,193,,41,
9-Apr-22,,1800,,,247,,,,,,,134,,38,
10-Apr-22,,1260,,,257,,,,,,,136,,39,
11-Apr-22,,2445,,,654,,,,,,,236,,86,
12-Apr-22,,2366,,,413,,,,,,,184,,60,
13-Apr-22,,1858,,,395,,,,,,,194,,77,
14-Apr-22,,1725,,,400,,,,,,,239,,170,
15-Apr-22,,1623,,,282,,,,,,,159,,57,
16-Apr-22,,1121,,,250,,,,,,,126,,50,
17-Apr-22,,1184,,,303,,,,,,,159,,50,
18-Apr-22,,2009,,,559,,,,,,,204,,88,
19-Apr-22,,1959,,,414,,,,,,,216,,88,
20-Apr-22,,1924,,,347,,,,,,,255,,168,
21-Apr-22,,1821,,,503,,,,,,,250,,128,
22-Apr-22,,1937,,,373,,,,,,,203,,88,
23-Apr-22,,1468,,,222,,,,,,,183,,53,
24-Apr-22,,1274,,,282,,,,,,,271,,40,
25-Apr-22,,2108,,,577,,,,,,,287,,147,
26-Apr-22,,1920,,,460,,,,,,,246,,123,
27-Apr-22,,2048,,,415,,,,,,,220,,206,
28-Apr-22,,1323,,,539,,,,,,,235,,273,
29-Apr-22,,1393,,,550,,,,,,,261,,384,
30-Apr-22,,1393,,,545,,,,,,,273,,311,
1-May-22,,1718,,,373,,,,,,,227,,165,
2-May-22,,1423,,,443,,,,,,,186,,182,
3-May-22,,1517,,,422,,,,,,,177,,190,
4-May-22,,1561,,,665,,,,,,,258,,249,
5-May-22,,1766,,,748,,,,,,,326,,224,
6-May-22,,2188,,,639,,,,,,,313,,214,
7-May-22,,1248,,,545,,,,,,,287,,141,
8-May-22,,1804,,,803,,,,,,,336,,213,
9-May-22,,2226,,,1128,,,,,,,448,,264,
10-May-22,,2962,,,791,,,,,,,325,,177,
11-May-22,,2744,,,1000,,,,,,,515,,229,
12-May-22,,2904,,,945,,,,,,,360,,180,
13-May-22,,1766,,,639,,,,,,,259,,145,
14-May-22,,1309,,,487,,,,,,,213,,101,
15-May-22,,1169,,,476,,,,,,,216,,113,
16-May-22,,1573,,,559,,,,,,,299,,106,
17-May-22,,1538,,,524,,,,,,,249,,78,
18-May-22,,1476,,,600,,,,,,,271,,113,
19-May-22,,1660,,,587,,,,,,,307,,126,
20-May-22,,1375,,,556,,,,,,,265,,111,
21-May-22,,1253,,,366,,,,,,,285,,65,
22-May-22,,1043,,,474,,,,,,,270,,74,
23-May-22,,1388,,,589,,,,,,,319,,125,
24-May-22,,1712,,,513,,,,,,,288,,96,
25-May-22,,1472,,,435,,,,,,,217,,109,
26-May-22,,1906,,,820,,,,,,,324,,130,
27-May-22,,1534,,,657,,,,,,,387,,101,
28-May-22,,1295,,,465,,,,,,,295,,105,
29-May-22,,1067,,,404,,,,,,,225,,121,
30-May-22,,1429,,,715,,,,,,,325,,173,
31-May-22,,1648,,,588,,,,,,,274,,132,
1-Jun-22,,1479,,,780,,,,,,,331,,179,
2-Jun-22,,1708,,,636,,,,,,,290,,193,
3-Jun-22,,1310,,,642,,,,,,,255,,245,
4-Jun-22,,1120,,,510,,,,,,,262,,150,
5-Jun-22,,881,,,515,,,,,,,232,,155,
6-Jun-22,,1508,,,842,,,,,,,330,,263,
7-Jun-22,,1845,,,904,,,,,,,372,,216,
8-Jun-22,,1347,,,558,,,,,,,233,,164,
9-Jun-22,,1022,,,451,,,,,,,239,,129,
10-Jun-22,,1335,,,896,,,,,,,319,,204,
11-Jun-22,,1778,,,964,,,,,,,442,,282,
12-Jun-22,,1671,,,965,,,,,,,372,,235,
13-Jun-22,,2332,,,1349,,,,,,,508,,334,
14-Jun-22,,2002,,,936,,,,,,,331,,218,
15-Jun-22,,2004,,,1105,,,,,,,312,,230,
16-Jun-22,,1853,,,830,,,,,,,214,,200,
17-Jun-22,,1435,,,690,,,,,,,187,,147,
18-Jun-22,,1669,,,1204,,,,,,,338,,244,
19-Jun-22,,1903,,,878,,,,,,,247,,186,
20-Jun-22,,1745,,,767,,,,,,,206,,204,
21-Jun-22,,1560,,,705,,,,,,,210,,185,
22-Jun-22,,1540,,,730,,,,,,,186,,204,
23-Jun-22,,1307,,,678,,,,,,,197,,162,
24-Jun-22,,1469,,,849,,,,,,,228,,206,
25-Jun-22,,1310,,,593,,,,,,,196,,163,
26-Jun-22,,1168,,,602,,,,,,,177,,149,
27-Jun-22,,1249,,,1198,,,,,,,163,,156,
28-Jun-22,,1362,,,6469,,,,,,,180,,165,
29-Jun-22,,1589,,,9540,,,,,,,160,,175,
30-Jun-22,,1666,,,2971,,,,,,,210,,185,
1-Jul-22,,1484,,,1566,,,,,,,178,,142,
2-Jul-22,,1093,,,1067,,,,,,,130,,89,
3-Jul-22,,965,,,1390,,,,,,,202,,122,
4-Jul-22,,1205,,,1800,,,,,,,165,,173,
5-Jul-22,,1718,,,1233,,,,,,,188,,173,
6-Jul-22,,1507,,,1051,,,,,,5,171,,139,
7-Jul-22,,1555,,,1391,,,,,,8,198,,200,
8-Jul-22,,1824,,,1160,,,,,,5,171,,195,
9-Jul-22,,1187,,,632,,,,,,3,128,,99,
10-Jul-22,,1221,,,896,,,,,,3,143,,118,
11-Jul-22,,1387,,,1069,,,,,,4,176,,176,
12-Jul-22,,1686,,,1129,,,,,,6,180,,182,
13-Jul-22,,1795,,,1262,,,,,,5,213,,196,
14-Jul-22,,1686,,,1149,,,,,,3,197,,206,
15-Jul-22,,1805,,,1067,,,,,,6,183,,185,
16-Jul-22,,1424,,,1240,,,,,,,196,,224,
17-Jul-22,,1805,,,919,,,,,,4,179,,167,
18-Jul-22,,1922,,,1955,,,,,,5,284,,262,
19-Jul-22,,2049,,,1312,,,,,,3,242,,240,
20-Jul-22,,1859,,,1305,,,,,,5,225,,222,
21-Jul-22,,1968,,,1107,,,,,,5,207,,233,
22-Jul-22,,1796,,,1134,,,,,,6,207,,191,
23-Jul-22,,1552,,,837,,,,,,2,160,,138,
24-Jul-22,,1427,,,868,,,,,,3,145,,135,
25-Jul-22,,1625,,,1138,,,,,,3,222,,189,
26-Jul-22,,1876,,,1174,,,,,,8,252,,195,
27-Jul-22,,1700,,,1313,,,,,,2,259,,192,
28-Jul-22,,2161,,,1549,,,,,,4,280,,286,
29-Jul-22,,2133,,,1148,,,,,,5,261,,226,
30-Jul-22,,1470,,,930,,,,,,2,226,,168,
31-Jul-22,,1363,,,815,,,,,,3,212,,178,
1-Aug-22,,1607,,,1061,,,,,,6,234,,172,
2-Aug-22,,1867,,,1158,,,,,,19,242,,179,
3-Aug-22,,1794,,,1008,,,,,,21,273,,194,
4-Aug-22,,1655,,,965,,,,,,19,326,,150,
5-Aug-22,,1817,,,1111,,,,,,20,307,,148,
6-Aug-22,,1435,,,761,,,,,,6,219,,117,
7-Aug-22,,1231,,,831,,,,,,8,222,,110,
8-Aug-22,,1880,,,1401,,,,,,25,327,,197,
9-Aug-22,,1832,,,1190,,,,,,30,282,,160,
10-Aug-22,,2120,,,1598,,,,,,35,335,,229,
11-Aug-22,,2121,,,1513,,,,,,37,379,,222,
12-Aug-22,,1591,,,1245,,,,,,14,319,,176,
13-Aug-22,,1915,,,1317,,,,,,24,279,,191,
14-Aug-22,,1393,,,1184,,,,,,19,219,,172,
15-Aug-22,,1797,,,1450,,,,,,21,280,,188,
16-Aug-22,,1609,,,1111,,,,,,19,227,,214,
17-Aug-22,,1884,,,1631,,,,,,22,297,,242,
18-Aug-22,,1634,,,1037,,,,,,17,247,,163,
19-Aug-22,,2384,,,2081,,,,,,37,387,,322,
20-Aug-22,,1724,,,1278,,,,,,28,276,,160,
21-Aug-22,,1686,,,1008,,,,,,35,205,,108,
22-Aug-22,,1558,,,1128,,,,,,29,218,,128,
23-Aug-22,,1646,,,1221,,,,,,30,208,,119,
24-Aug-22,,1465,,,1213,,,,,,33,203,,118,
25-Aug-22,,1594,,,1139,,,,,,37,180,,116,
26-Aug-22,,1651,,,1916,,,,,,30,319,,206,
27-Aug-22,,2097,,,1551,,,,,,27,278,,128,
28-Aug-22,,1360,,,1297,,,,,,35,217,,117,
29-Aug-22,,1678,,,1691,,,,,,47,263,,142,
30-Aug-22,,1846,,,1723,,,,,,47,231,,119,
31-Aug-22,,1703,,,1485,,,,,,45,208,,102,
1-Sep-22,,1389,,,1354,,,,,,47,192,,96,
2-Sep-22,,1577,,,1613,,,,,,35,208,,117,
3-Sep-22,,2474,,,1113,,,,,,25,136,,58,
4-Sep-22,,2418,,,934,,,,,,22,147,,236,
5-Sep-22,,2288,,,1377,,,,,,26,205,,279,
6-Sep-22,,2130,,,2464,,,,,,49,320,,349,
7-Sep-22,,2021,,,1931,,,,,,35,288,,289,
8-Sep-22,,1639,,,1308,,,,,,39,215,,197,
9-Sep-22,,1898,,,2030,,,,,,40,282,,208,
10-Sep-22,,1348,,,1491,,,,,,30,225,,170,
11-Sep-22,,1300,,,1293,,,,,,28,217,,182,
12-Sep-22,,1524,,,1772,,,,,,31,273,,223,
13-Sep-22,,2032,,,2532,,,,,,55,296,,267,
14-Sep-22,,1840,,,1697,,,,,,32,254,,172,
15-Sep-22,,1829,,,2393,,,,,,45,290,,212,
16-Sep-22,,1718,,,1701,,,,,,36,252,,181,
17-Sep-22,,1372,,,1214,,,,,,22,200,,107,
18-Sep-22,,1155,,,1773,,,,,,36,330,,141,
19-Sep-22,,2026,,,1924,,,,,,42,400,,190,
20-Sep-22,,1441,,,1322,,,,,,33,282,,153,
21-Sep-22,,1330,,,2341,,,,,,45,1001,,557,
22-Sep-22,,1945,,,2207,,,,,,38,1058,,675,
23-Sep-22,,1540,,,1917,,,,,,37,1167,,679,
24-Sep-22,,1267,,,1193,,,,,,17,1008,,750,
25-Sep-22,,989,,,1202,,,,,,20,1121,,730,
26-Sep-22,,1339,,,1515,,,,,,25,1113,,790,
27-Sep-22,,1625,,,2130,,,,,,38,1014,,766,
28-Sep-22,,1732,,,1751,,,,,,29,1160,,848,
29-Sep-22,,1380,,,1483,,,,,,24,1081,,755,
30-Sep-22,,1297,,,1487,,,,,,24,991,,572,
1-Oct-22,,1185,,,1073,,,,,,22,1133,,777,
2-Oct-22,,1037,,,1283,,,,,,28,1032,,848,
3-Oct-22,,1229,,,1453,,,,,,27,879,,606,
4-Oct-22,,1407,,,1703,,,,,,29,1114,,778,
5-Oct-22,,1360,,,1499,,,,,,19,1018,,700,
6-Oct-22,,1394,,,1412,,,,,,28,1072,,811,
7-Oct-22,,1319,,,1533,,,,,,32,1026,,848,
8-Oct-22,,1049,,,980,,,,,,19,966,,805,
9-Oct-22,,1027,,,789,,,,,,15,572,,680,
10-Oct-22,,1138,,,1301,,,,,,26,538,,452,
11-Oct-22,,1463,,,1564,,,,,,27,641,,480,
12-Oct-22,,1204,,,1050,,,,,,19,684,,543,
13-Oct-22,,1870,,,2343,,,,,,40,1028,,630,
14-Oct-22,,1723,,,1423,,,,,,33,743,,520,
15-Oct-22,,1154,,,873,,,,,,20,675,,446,
16-Oct-22,,861,,,785,,,,,,20,647,,595,
17-Oct-22,,1256,,,1120,,,,,,28,878,,544,
18-Oct-22,,1312,,,1213,,,,,,28,738,,406,
19-Oct-22,,1336,,,926,,,,,,27,696,,433,
20-Oct-22,,1287,,,1171,,,,,,37,820,,482,
21-Oct-22,,1395,,,1299,,,,,,28,855,,604,
22-Oct-22,,1095,,,968,,,,,,24,858,,592,
23-Oct-22,,833,,,1365,,,,,,29,1122,,756,
24-Oct-22,,1469,,,1603,,,,,,34,1113,,711,
25-Oct-22,,1208,,,2712,,,,,,42,1415,,924,
26-Oct-22,,2087,,,2335,,,,,,49,1539,,860,
27-Oct-22,,1457,,,1781,,,,,,42,1300,,921,
28-Oct-22,,1617,,,1668,,,,,,40,1354,,826,
29-Oct-22,,1590,,,1796,,,,,,36,1270,,813,
30-Oct-22,,1442,,,1285,,,,,,42,1312,,771,
31-Oct-22,,1495,,,1568,,,,,,36,1035,,653,
1-Nov-22,,1518,,,1223,,,,,,31,1504,,798,
2-Nov-22,,1436,,,2125,,,,,,39,1668,,810,
3-Nov-22,,1821,,,1399,,,,,,33,1312,,737,
4-Nov-22,,1766,,,2083,,,,,,39,1407,,891,
5-Nov-22,,1644,,,1296,,,,,,26,2001,,979,
6-Nov-22,,1295,,,1374,,,,,,34,2195,,948,
7-Nov-22,,1759,,,1757,,,,,,40,1931,,1037,
8-Nov-22,,2353,,,3775,,,,,,72,1702,,706,
9-Nov-22,,3219,,,3792,,,,,,78,1438,,915,
10-Nov-22,,2999,,,2900,,,,,,65,966,,786,
11-Nov-22,,2295,,,2345,,,,,,55,1670,,810,
12-Nov-22,,1927,,,1580,,,,,,34,1764,,904,
13-Nov-22,,1621,,,1695,,,,,,37,1987,,1028,
14-Nov-22,,2296,,,2453,,,,,,59,1799,,1131,
15-Nov-22,,2105,,,1901,,,,,,45,1963,,1114,
16-Nov-22,,2190,,,2277,,,,,,36,1743,,999,
17-Nov-22,,2071,,,1713,,,,,,48,2073,,1133,
18-Nov-22,,1916,,,1625,,,,,,36,2086,,1231,
19-Nov-22,,1481,,,1251,,,,,,20,2968,,1076,
20-Nov-22,,1800,,,2186,,,,,,43,2520,,1367,
21-Nov-22,,2501,,,2757,,,,,,67,2476,,1475,
22-Nov-22,,2767,,,2208,,,,,,54,2140,,1620,
23-Nov-22,,2506,,,2185,,,,,,60,2822,,1277,
24-Nov-22,,2215,,,1550,,,,,,54,3405,,1075,
25-Nov-22,,1735,,,1737,,,,,,44,2616,,1210,
26-Nov-22,,1808,,,1526,,,,,,38,2686,,1160,
27-Nov-22,,1488,,,1019,,,,,,27,2464,,1039,
28-Nov-22,,2105,,,1779,,,,,,56,2221,,1138,
29-Nov-22,,2137,,,1615,,,,,,52,2156,,1093,
30-Nov-22,,2378,,,2441,,,,,,69,2527,,1082,
1-Dec-22,,2361,,,1369,,,,,,52,2257,,1162,
2-Dec-22,,1921,,,1251,,,,,,46,2250,,1220,
3-Dec-22,,1697,,,1457,,,,,,48,2718,,1196,
4-Dec-22,,1554,,,988,,,,,,54,2481,,1062,
5-Dec-22,,2114,,,1650,,,,,,44,2998,,1337,
6-Dec-22,,2044,,,1170,,,,,,46,2864,,1476,
7-Dec-22,,2191,,,1437,,,,,,50,3188,,1796,
8-Dec-22,,1624,,,1582,,,,,,52,4308,,1929,
9-Dec-22,,2133,,,4518,,,,,3,50,3524,,1834,
10-Dec-22,,1392,,,2891,,,,,3,32,3301,,1783,
11-Dec-22,,1142,,,1431,,,,,1,43,3310,,1890,
12-Dec-22,,1975,,,1723,,,,,2,50,4052,,1656,
13-Dec-22,,2640,,,2375,,,,,4,66,5119,,2088,
14-Dec-22,,2073,,,1962,,,,,2,47,6744,,2375,
15-Dec-22,,2496,,,1657,,,,,3,59,4748,,1840,
16-Dec-22,,2550,,,2436,,,,,2,67,5540,,2454,
17-Dec-22,,2421,,,1282,,,,,1,61,6491,,2018,
18-Dec-22,,1449,,,844,,,,,1,40,5140,,1731,
19-Dec-22,,1499,,,1396,,,,,3,41,4494,,1580,
20-Dec-22,,2340,,,1592,,,,,1,40,5228,,1939,
21-Dec-22,,1763,,,964,,,,,1,29,4551,,1880,
22-Dec-22,,1588,,,1332,,,,,,34,5181,,2052,
23-Dec-22,,1920,,,998,,,,,2,28,5031,,2270,
24-Dec-22,,1198,,,609,,,,,3,22,5093,,1347,
25-Dec-22,,1167,,,716,,,,,,20,5818,,1449,
26-Dec-22,,1267,,,758,,,,,6,24,5855,,1685,
27-Dec-22,,1459,,,1429,,,,,6,29,6264,,1877,
28-Dec-22,,1854,,,2166,,,,,6,36,6301,,1543,
29-Dec-22,,1753,,,1782,,,,,8,32,6017,,1413,
30-Dec-22,,1794,,,1678,,,,,8,32,5986,,1413,
31-Dec-22,,1501,,,746,,,,,7,15,3823,,1854,
1-Jan-23,,1166,,,581,,,,,3,22,4302,,1411,
2-Jan-23,,1705,,,1040,,,,,4,36,3789,,1698,
3-Jan-23,,1683,,,874,,,,,3,46,6172,,2169,
4-Jan-23,,2310,,,1579,,,,,13,49,5597,,3161,
5-Jan-23,,2017,,,897,,,,,11,55,6140,,3007,
6-Jan-23,,1875,,,1179,,,,,18,68,8554,,4005,
7-Jan-23,,1933,,,614,,,,,18,72,13109,,4677,
8-Jan-23,,1278,,,891,,,,,14,57,8357,,5353,
9-Jan-23,,2656,,,1919,,,,,23,78,8406,,5824,
10-Jan-23,,2243,,,1194,,,,,23,90,5722,,4960,
11-Jan-23,,1948,,,1716,,,,,22,67,7299,,4169,
12-Jan-23,,3123,,,2402,,,,,32,89,8742,,4655,
