Date,Avantis,dYdX v3,dYdX v4,Gains Network,GMX,Holdstation,Hyperliquid,Jupiter,KTX Finance,Level Finance,MUX Protocol,Perpetual Protocol,RabbitX,Synthetix,Vertex Protocol
11-May-24,294,883,333,71,607,1204,4874,2242,141,9,46,103,2126,103,170
12-May-24,213,678,306,63,828,1197,6488,2024,76,5,49,94,2093,86,150
13-May-24,287,900,488,112,948,1212,7148,3417,74,13,67,156,2112,166,247
14-May-24,307,875,500,108,836,1076,6864,2522,72,9,69,118,2135,153,248
15-May-24,339,897,585,144,1111,1138,7200,3758,66,10,111,173,2194,212,324
16-May-24,339,1022,553,109,907,1110,7060,4086,65,10,82,127,2291,204,277
17-May-24,282,949,543,,1021,1140,7175,4084,64,9,96,139,2281,188,277
18-May-24,247,910,424,,696,1096,5387,3413,62,6,54,125,2268,171,206
19-May-24,191,823,446,,772,1046,5493,3494,75,7,59,122,2264,162,215
20-May-24,381,885,726,,1449,1125,7276,5154,71,9,123,257,2229,282,343
21-May-24,337,1271,763,,1492,1138,7524,5075,74,13,129,183,2196,318,362
22-May-24,303,1022,612,,1096,1240,6659,4084,40,16,84,1254,2174,264,316
23-May-24,333,1044,782,,1581,1264,8097,6197,69,14,132,190,2137,340,384
24-May-24,260,1128,599,,1069,1195,6351,4985,67,13,83,135,2120,232,245
25-May-24,223,895,438,,614,1696,5241,2668,52,10,47,80,2145,173,213
26-May-24,179,851,479,,830,1671,5594,3430,71,3,71,106,2120,187,251
27-May-24,343,934,615,,1047,1707,6274,3506,68,8,96,200,2106,226,298
28-May-24,1104,1031,619,,988,1677,6440,3479,69,11,84,184,2164,246,287
29-May-24,999,886,521,,808,1638,8152,2928,75,10,74,87,2212,205,263
30-May-24,777,945,503,,913,1624,7778,3207,60,10,72,107,2170,215,278
31-May-24,521,907,470,,1125,1574,7221,2925,83,7,73,81,2256,185,252
1-Jun-24,428,857,314,,613,1558,5640,1909,40,8,32,56,2351,133,169
2-Jun-24,409,769,350,,641,1567,6622,2878,62,5,38,90,2443,138,186
3-Jun-24,504,900,505,,877,1545,7808,3000,44,9,69,122,2434,169,260
4-Jun-24,553,859,497,,902,1553,8710,3209,33,7,75,86,2412,190,275
5-Jun-24,508,965,565,,997,1456,8343,3636,46,12,76,111,2445,213,296
6-Jun-24,471,941,508,,792,1569,7497,3291,39,8,60,72,2408,185,273
7-Jun-24,587,922,584,,1401,1541,9574,4874,41,11,99,89,2506,300,325
8-Jun-24,309,1130,424,,678,1543,6984,3008,38,12,54,63,2567,165,203
9-Jun-24,296,756,346,,544,1515,6176,2583,57,2,42,61,2557,118,170
10-Jun-24,328,816,445,,752,1459,6914,2634,54,4,53,61,2543,136,221
11-Jun-24,555,1081,660,,1999,1605,10744,6130,61,12,112,111,2613,293,330
12-Jun-24,523,1077,566,,1006,1550,7657,4216,51,14,94,72,,208,321
13-Jun-24,374,954,505,,898,1480,7497,3589,54,9,84,70,2672,184,326
14-Jun-24,514,913,532,,1449,1567,8035,4579,53,11,101,110,2711,193,323
15-Jun-24,392,1020,363,,640,1522,6059,2420,52,6,60,102,2662,131,219
16-Jun-24,439,766,349,,573,1575,5953,2617,51,4,54,81,2640,117,218
17-Jun-24,530,882,479,,1186,1513,8676,3790,48,11,86,117,2612,189,288
18-Jun-24,575,1123,577,,1929,1512,10335,5899,55,13,119,99,1582,284,339
19-Jun-24,611,893,448,,778,1546,7076,3286,54,7,80,62,1629,161,298
20-Jun-24,618,821,449,,715,1447,7096,3225,37,2,71,56,1711,176,286
21-Jun-24,700,876,430,,933,1455,6958,3899,55,6,78,57,1780,164,307
22-Jun-24,391,784,281,,590,1477,5798,2056,51,4,43,81,1782,117,198
23-Jun-24,465,695,382,,646,1400,6829,2943,55,2,70,61,1852,137,245
24-Jun-24,645,1064,634,,1670,1495,10200,6020,67,12,142,123,1895,236,372
25-Jun-24,490,994,505,,854,1512,7991,3517,57,13,75,72,1965,183,304
26-Jun-24,426,814,380,,729,1414,7355,2724,55,6,62,47,1907,142,300
27-Jun-24,488,880,419,,748,1462,7060,3924,56,6,61,48,1866,160,301
28-Jun-24,472,830,377,,761,1370,7369,3532,37,5,57,63,1913,154,307
29-Jun-24,421,804,293,,520,1398,6506,2072,55,4,40,53,2010,103,204
30-Jun-24,483,769,360,,741,1429,7277,3002,32,4,54,71,2008,142,233
1-Jul-24,678,892,456,,3912,1468,8222,3119,56,8,61,129,2195,145,298
2-Jul-24,659,842,412,,1961,1411,8070,3328,51,8,49,53,2163,139,281
3-Jul-24,762,966,520,,2266,1455,9822,5292,59,11,85,94,2226,195,352
4-Jul-24,902,1128,615,,2483,1508,9972,6164,61,14,120,148,2197,279,419
5-Jul-24,859,1288,649,,2685,1452,11769,6618,69,21,150,254,2281,313,861
6-Jul-24,710,412,397,,1164,1403,7451,3543,52,6,52,65,2270,168,462
7-Jul-24,747,854,384,,1049,1409,7796,3751,56,2,65,54,2224,159,259
8-Jul-24,854,926,540,,1267,1439,8966,5027,58,6,73,101,2199,176,867
9-Jul-24,830,818,399,,1069,1466,9711,3430,50,5,54,65,,168,755
10-Jul-24,840,877,452,,974,1445,10183,3602,54,3,60,70,,162,394
11-Jul-24,841,856,445,,927,1487,9271,3854,53,4,71,76,,166,364
12-Jul-24,701,811,398,,850,1453,8702,3209,53,4,68,79,,146,323
13-Jul-24,660,796,347,,878,1377,8734,2452,50,3,51,84,,131,287
14-Jul-24,728,871,419,,1035,1379,8602,3458,54,4,73,70,,157,273
15-Jul-24,808,963,585,,1396,1374,10161,4963,18,8,121,74,,226,473
16-Jul-24,800,997,641,,1214,1461,10065,4467,51,10,131,102,,204,634
17-Jul-24,773,975,593,,1048,1402,10068,3944,59,9,98,67,,205,548
18-Jul-24,727,895,491,,930,1477,9455,3472,50,6,76,53,,149,644
19-Jul-24,725,914,537,,1169,1377,9707,4602,54,7,100,56,,188,456
20-Jul-24,618,924,422,,955,1361,7776,3492,60,6,88,57,,157,331
21-Jul-24,706,831,516,,1189,1357,9054,4648,53,5,95,65,,181,326
22-Jul-24,734,985,507,,1086,1464,9831,4489,52,10,101,87,,179,433
23-Jul-24,728,910,531,,1085,1682,10039,4593,49,6,105,104,,173,599
24-Jul-24,734,874,489,,1016,1691,61201,3984,50,9,109,85,,179,455
25-Jul-24,785,1020,654,,1364,1535,18396,5349,55,12,141,74,,249,507
26-Jul-24,702,884,559,,928,1470,11445,4316,53,7,84,74,,181,500
27-Jul-24,687,822,547,,1011,1337,17350,5065,40,4,97,60,,184,384
28-Jul-24,568,810,468,,633,1338,7432,2933,61,3,71,51,,129,200
29-Jul-24,707,869,684,,1120,1376,9918,5310,52,5,117,96,,204,489
30-Jul-24,690,840,585,,1031,1404,10826,4583,55,9,94,59,,187,413
31-Jul-24,709,778,573,,997,1364,13256,4749,52,3,111,60,,176,447
1-Aug-24,751,871,710,,1406,2260,11608,6720,58,8,131,73,,239,457
2-Aug-24,677,886,642,,1356,2239,16751,6072,55,15,117,77,,221,348
3-Aug-24,573,860,410,,1366,2279,13282,6844,48,12,107,96,,195,315
4-Aug-24,669,845,436,,1783,2262,13603,6984,64,6,104,152,,271,325
5-Aug-24,746,1393,956,,3610,2263,18876,13492,74,26,144,368,,412,1069
6-Aug-24,544,805,709,,1676,2240,11626,6055,52,10,71,90,,192,377
7-Aug-24,544,745,737,,1496,2269,9043,5914,54,4,71,37,,176,346
8-Aug-24,566,725,782,,1289,2233,9273,6077,45,6,89,46,,202,426
9-Aug-24,491,767,729,,1938,2233,8514,4746,43,7,79,48,,149,267
10-Aug-24,498,590,511,,761,2200,7363,2894,47,5,47,46,,120,368
11-Aug-24,508,597,639,,876,2200,8539,5490,49,3,72,67,,135,227
12-Aug-24,537,671,707,,950,2215,8928,4994,46,5,78,65,,171,381
13-Aug-24,512,645,671,,802,2217,15886,3655,52,3,66,45,,142,267
14-Aug-24,517,668,727,,914,2238,8476,4192,49,2,79,45,,137,273
15-Aug-24,534,636,764,,1069,2212,8527,5078,53,4,99,69,,151,288
16-Aug-24,502,665,690,,810,2218,7424,4271,53,4,66,45,,130,250
17-Aug-24,434,578,580,,549,2213,6149,2713,48,,49,66,,97,158
18-Aug-24,479,592,626,,731,2200,6081,3611,45,1,60,102,,99,188
19-Aug-24,478,626,653,,746,2223,6956,3658,38,3,60,61,,131,232
20-Aug-24,517,651,749,,960,2235,7992,4831,28,2,79,47,,143,245
21-Aug-24,521,641,723,,957,2244,8225,4249,46,2,58,35,,135,244
22-Aug-24,486,662,680,,765,2234,7381,3130,50,4,72,55,,127,240
23-Aug-24,537,635,893,,1253,2249,8354,5216,42,3,95,51,,198,436
24-Aug-24,473,719,804,,933,2227,7969,4879,35,11,76,42,,173,228
25-Aug-24,432,606,749,,697,2227,7331,3702,50,5,58,52,,130,223
26-Aug-24,485,620,823,,928,2215,8091,4322,36,3,78,33,,160,236
27-Aug-24,595,665,868,,1238,2225,9030,6260,32,6,112,80,,205,284
28-Aug-24,481,735,835,,1016,2218,9592,5851,46,9,93,35,,181,249
29-Aug-24,490,590,754,,861,2279,9064,4921,48,6,93,44,,134,235
30-Aug-24,468,594,762,,946,2237,10438,5695,47,5,77,40,,124,230
31-Aug-24,414,549,644,,525,2218,7130,2800,42,3,53,32,,79,155
1-Sep-24,479,502,739,,875,2215,8230,4976,51,4,83,36,,135,200
2-Sep-24,488,571,763,,961,1695,7719,4640,46,6,69,36,,117,218
3-Sep-24,492,536,783,,1757,1859,8130,4286,39,7,71,47,,132,216
4-Sep-24,558,648,856,,1507,1905,8749,5843,27,14,85,60,,171,734
5-Sep-24,489,534,779,,1554,1545,8361,3935,47,9,88,56,,131,231
6-Sep-24,612,544,906,,1949,1625,11305,6435,49,10,108,111,,185,269
7-Sep-24,366,603,759,,1187,2189,9395,3459,44,14,55,81,,115,192
8-Sep-24,401,467,745,,1016,1893,6891,3378,39,5,65,46,,122,193
9-Sep-24,500,525,890,,994,1798,8134,5128,49,4,76,63,,157,251
10-Sep-24,385,582,833,,1122,2065,7353,3877,43,8,69,43,,110,218
11-Sep-24,415,536,847,,809,1948,7836,4561,33,12,73,31,,128,195
12-Sep-24,402,528,834,,791,1872,7445,3648,36,5,64,37,,126,208
13-Sep-24,376,482,891,,908,,7709,4972,49,4,83,46,,138,218
14-Sep-24,333,565,784,,618,1751,6691,3477,49,11,57,21,,105,660
15-Sep-24,332,455,801,,726,1884,6935,4138,46,5,72,32,,125,182
16-Sep-24,392,555,865,,879,2092,7549,4365,41,5,92,35,,136,211
17-Sep-24,374,509,880,,852,1611,7850,4451,48,3,76,37,,151,227
18-Sep-24,370,525,883,,982,,8249,6429,48,8,86,28,,146,230
19-Sep-24,413,608,970,,1166,1796,9170,6851,47,11,95,44,,203,276
20-Sep-24,374,593,937,,1033,1959,8940,6374,34,12,88,37,,177,213
21-Sep-24,321,457,809,,686,2046,7433,4319,46,7,56,24,,128,189
22-Sep-24,328,465,863,,800,1588,8120,4822,30,12,61,41,,141,197
23-Sep-24,484,543,938,,958,1935,9062,5251,5,10,78,37,,165,230
24-Sep-24,431,506,968,,983,2017,9029,5865,39,7,71,41,,183,252
25-Sep-24,419,509,926,,959,1678,9482,5639,51,6,75,33,,160,242
26-Sep-24,411,532,1053,,1095,1747,9631,6626,44,9,79,29,,206,255
27-Sep-24,411,570,1039,,1078,1685,9028,5749,66,15,81,32,,204,251
28-Sep-24,333,506,888,,774,1734,7644,4263,37,13,59,23,,137,182
29-Sep-24,321,405,868,,700,1989,7577,4898,26,8,63,23,,139,169
30-Sep-24,399,506,1018,,1084,1701,9676,6344,6,7,80,57,,188,236
1-Oct-24,464,532,1173,,1420,2013,11718,8347,9,12,114,52,,253,274
2-Oct-24,421,580,1054,,1096,1595,9980,7127,3,13,94,36,,184,245
3-Oct-24,417,501,1006,,1021,1639,9243,6582,6,21,72,40,,171,221
4-Oct-24,366,418,986,,897,1947,8690,5096,1,18,57,20,,144,213
5-Oct-24,297,398,823,,570,1842,6163,3207,2,10,52,21,,90,156
6-Oct-24,289,352,896,,654,2053,6236,3328,5,10,48,29,,112,153
7-Oct-24,358,452,1087,,1028,1714,8537,5677,5,12,67,37,,170,221
8-Oct-24,338,423,969,,786,1935,15279,4385,5,9,54,35,,125,182
9-Oct-24,326,350,977,,840,1613,8530,4958,1,10,66,23,,152,193
10-Oct-24,395,411,1007,,1003,1564,7621,6469,4,12,77,21,,140,206
11-Oct-24,447,410,1055,,939,1848,8049,5233,4,9,69,32,,139,213
12-Oct-24,288,379,950,,709,1816,6431,3221,2,10,59,31,,125,149
13-Oct-24,296,336,927,,715,1639,6527,4541,3,4,46,18,,101,145
14-Oct-24,398,443,1183,,1170,1915,9045,7534,11,20,83,45,,183,224
15-Oct-24,376,447,1188,,1099,1573,8806,6255,6,20,83,45,,169,229
16-Oct-24,352,418,1146,,936,1693,7672,5106,8,15,64,46,,159,189
17-Oct-24,346,368,1073,,861,1554,7429,7011,4,10,56,21,,134,193
18-Oct-24,341,375,1136,,873,1783,7193,5574,3,6,64,24,,136,182
19-Oct-24,271,348,996,,589,1634,5951,4407,4,6,37,14,,103,157
20-Oct-24,348,324,1143,,886,2037,6763,6666,5,4,73,19,,146,203
21-Oct-24,367,382,1256,,1111,1867,7795,8209,2,15,80,46,,161,230
22-Oct-24,382,334,1186,,969,1891,7371,5874,2,14,69,26,,159,209
23-Oct-24,508,322,1252,,1287,1119,8152,7331,6,5,90,36,,191,241
24-Oct-24,401,364,1200,,1068,1031,8100,8006,3,14,68,18,,165,221
25-Oct-24,452,306,1244,,1312,897,10144,9175,4,12,79,27,,204,223
26-Oct-24,362,323,1096,,843,963,7011,5400,3,13,66,27,,132,166
27-Oct-24,320,254,1086,,773,1017,6369,4999,0,7,56,20,,125,155
